"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0019104","MF","GO:0019104","DNA N-glycosylase activity",3,-0.366456616577799,-0.644951641109292,0.875425790754258,0.943942819028271,0.851731534652629,3925,"tags=100%, list=63%, signal=37%","TDG/UNG"
"GO:0071253","MF","GO:0071253","connexin binding",3,0.417108490917586,0.686324710761991,0.896300067888663,0.951982396756467,0.858985747236656,916,"tags=33%, list=15%, signal=28%","CXADR"
"GO:0008301","MF","GO:0008301","DNA binding, bending",7,0.306884894191985,0.640588763619824,0.902316844082655,0.954322337033006,0.861097104919087,1844,"tags=43%, list=30%, signal=30%","HMGA2/HMGB1/TFAM"
"GO:0035240","MF","GO:0035240","dopamine binding",3,0.409378380606906,0.67360532039076,0.905634758995248,0.95590754267622,0.862527456003939,786,"tags=33%, list=13%, signal=29%","DRD5"
"GO:0051117","MF","GO:0051117","ATPase binding",38,0.219344703618177,0.68567555900413,0.907272727272727,0.95701165490561,0.863523710421696,1942,"tags=37%, list=31%, signal=25%","CAV1/ATP1B1/FBL/CCN1/SNU13/SYVN1/CLPP/RUVBL2/CHMP4A/ATP6V1G1/CHMP4B/TCIRG1/NCSTN/USP25"
"GO:0046790","MF","GO:0046790","virion binding",3,0.396721346072507,0.652778998809973,0.919212491513917,0.961392410599244,0.867476521645704,512,"tags=33%, list=8%, signal=31%","ANXA9"
"GO:0000049","MF","GO:0000049","tRNA binding",27,-0.198815120258117,-0.640742889416833,0.929025778372949,0.966577197164505,0.872154820086093,526,"tags=30%, list=8%, signal=27%","EIF2S3B/XPOT/MARS1/PSTK/KARS1/SLFN13/DTD2/SLA"
"GO:1990405","MF","GO:1990405","protein antigen binding",4,-0.30201778522891,-0.58024774941526,0.930132113821138,0.966681524242119,0.872248955726653,1013,"tags=50%, list=16%, signal=42%","ITGA4/KLRC2"
"GO:0140683","MF","GO:0140683","histone H3-di/monomethyl-lysine-9 demethylase activity",3,0.382941038251641,0.630104404584953,0.932620502376103,0.967742788748773,0.873206548102699,2147,"tags=67%, list=35%, signal=44%","KDM3B/HR"
"GO:0030742","MF","GO:0030742","GTP-dependent protein binding",8,0.270698493781128,0.588904569179215,0.934721790488032,0.96905709799688,0.874392465946803,2264,"tags=38%, list=37%, signal=24%","RAB34/AP3B1/AP1G1"
"GO:0015347","MF","GO:0015347","sodium-independent organic anion transmembrane transporter activity",4,0.334315360269097,0.595101426249327,0.937355753379492,0.969470030955129,0.874765060573456,1461,"tags=50%, list=24%, signal=38%","SLCO3A1/SLCO1B7"
"GO:0044325","MF","GO:0044325","transmembrane transporter binding",59,0.196553326456859,0.669208764938132,0.951943556975506,0.975642589197533,0.88033463788106,2129,"tags=37%, list=34%, signal=25%","CAV1/PLD1/KCNE3/TCAF1/KCNQ1/YWHAE/CALM2/HTT/CAMK2D/NPTN/SRI/DBI/YWHAZ/AP2M1/HSP90AB1/FHL1/BAK1/ACTN4/ATP2A3/PRKCSH/ATP2A2/HERPUD1"
"GO:0004812","MF","GO:0004812","aminoacyl-tRNA ligase activity",18,-0.196540428175815,-0.575707319501151,0.952486537852391,0.975642589197533,0.88033463788106,128,"tags=11%, list=2%, signal=11%","KARS1/WARS1"
"GO:0051864","MF","GO:0051864","histone H3-methyl-lysine-36 demethylase activity",5,0.252526912156592,0.477887198919339,0.987822698490015,0.993944788059222,0.896848943207342,1136,"tags=20%, list=18%, signal=16%","KDM4A"
"GO:0035613","MF","GO:0035613","RNA stem-loop binding",9,0.20357202119484,0.456442325911231,0.99119283065513,0.995635326730524,0.898374337614579,2289,"tags=44%, list=37%, signal=28%","DHX9/CSDE1/EPRS1/EIF4A3"
"GO:0012507","CC","GO:0012507","ER to Golgi transport vesicle membrane",30,-0.860546742389916,-2.84018697960458,1e-10,1.27144578313253e-08,1.14724159797083e-08,165,"tags=43%, list=3%, signal=42%","HLA-C/HLA-A/HLA-B/HLA-G/HLA-F/CD74/B2M/HLA-DPB1/HLA-DQB1/HLA-DRB1/HLA-DPA1/HLA-DQA1/HLA-DRA"
"GO:0098576","CC","GO:0098576","lumenal side of membrane",22,-0.887253249627913,-2.7386090158648,1e-10,1.27144578313253e-08,1.14724159797083e-08,165,"tags=55%, list=3%, signal=53%","HLA-C/HLA-A/HLA-B/HLA-G/HLA-F/CD74/HLA-DPB1/HLA-DQB1/HLA-DRB1/HLA-DPA1/HLA-DQA1/HLA-DRA"
"GO:0042613","CC","GO:0042613","MHC class II protein complex",12,-0.996601941747573,-2.63371706237318,1e-10,1.27144578313253e-08,1.14724159797083e-08,34,"tags=100%, list=1%, signal=100%","HLA-DOB/HLA-DMB/CD74/HLA-DMA/B2M/HLA-DPB1/HLA-DQB1/HLA-DRB1/HLA-DPA1/HLA-DQA1/HLA-DRA"
"GO:0031227","CC","GO:0031227","intrinsic component of endoplasmic reticulum membrane",88,-0.615596756267454,-2.5694263071291,1e-10,1.27144578313253e-08,1.14724159797083e-08,165,"tags=16%, list=3%, signal=16%","HLA-C/HLA-A/HLA-B/HLA-G/STING1/HLA-F/CD74/B2M/HLA-DPB1/HLA-DQB1/HLA-DRB1/HLA-DPA1/HLA-DQA1/HLA-DRA"
"GO:0098552","CC","GO:0098552","side of membrane",249,-0.504833503910153,-2.45896118403177,1e-10,1.27144578313253e-08,1.14724159797083e-08,694,"tags=32%, list=11%, signal=30%","IGKC/KCNAB2/SRC/SAMD10/CXCR2/GNAI2/GM2A/SYK/SELE/ACKR2/FKBP1A/CXCR4/RAET1G/S100A6/FGB/CTLA4/CSF2RA/ITGAL/PTPN7/IGHM/ITGAV/LAG3/RGS1/ABCG1/KLRC2/CD2/CD3G/CNR2/KLRK1/SAT1/FYN/GNA15/TRBC1/CXCR6/CD8A/CD3E/PTPRC/TNFRSF9/ITGAM/PPP1R9B/RASAL3/LITAF/PTK6/CD4/CXCL10/ANK1/IL2RB/BTN3A3/SLA/ICAM1/ITGB2/TNFRSF11A/HLA-C/HLA-A/IL27RA/ULBP1/CD3D/ECE1/INSR/BTN2A2/HLA-B/VCAM1/HLA-G/SLC7A5/CD40/SLAMF6/CD14/CXCL9/HLA-F/SEMA7A/IL2RG/CD74/CSF2RB/B2M/HLA-DPB1/HLA-DQB1/HLA-DRB1/HLA-DPA1/HLA-DQA1/HLA-DRA"
"GO:0022626","CC","GO:0022626","cytosolic ribosome",82,0.679450521321393,2.43327090637524,1e-10,1.27144578313253e-08,1.14724159797083e-08,1901,"tags=91%, list=31%, signal=64%","RPS19/RPL13/RPS4Y1/RPS27L/RPL11/RPLP0/RPL36A/RPL24/RPL29/RPL10A/RPS16/RPL19/RPS21/RPL39/RPS3/RPL31/RPS25/RPL22/RPS9/RPS29/RPS12/RPS6/RPS26/RPL12/RPS14/RPLP2/RPS20/RPS17/RPL5/RPS4X/RPS18/RPL4/RPS5/RPL13A/RPL37A/UBA52/RPL9/RPS8/RPL23/RPL14/RPL15/RPL32/RPS23/RPL27/RPL34/RPL26/RPL26L1/RPL8/RPL30/RPL28/RPS2/RPL18A/RPL18/RPS27/RPL37/RPS7/RPS13/RPL27A/RPL21/RPS3A/RPL17/RPS11/RPL6/RPL36/RPS15/RPL35A/RPL35/RPL38/RPL7/RPS28/RPL41/RPL7A/RPS10/RPS15A/RPS24"
"GO:1990904","CC","GO:1990904","ribonucleoprotein complex",381,0.500429071136306,2.11594403385209,1e-10,1.27144578313253e-08,1.14724159797083e-08,1914,"tags=54%, list=31%, signal=39%","LGALS2/RPS19/RPL13/RPS4Y1/RPS27L/RPL11/SNRNP70/CIRBP/RPLP0/RPL36A/RPL24/PABPN1/RPL29/RPL10A/RPS16/LUC7L/HNRNPR/RPL19/XRCC5/ILF3/RPS21/RPL39/RPS3/NCL/RPL31/RPS25/EIF3I/SNRPD3/FTSJ3/RPL22/LUC7L3/RACK1/RPS9/RPS29/HNRNPL/RPS12/RPS6/ADAR/RPS26/SF3A2/RPL12/RPS14/SF3B5/CELF1/RPLP2/SECISBP2/YBX1/MRPL49/RPS20/RBMS2/RPS17/RPL5/RPS4X/RPS18/RPL4/RPS5/TOP2B/RPL13A/RPL37A/DDX39B/PTGES3/UBA52/SF3B3/RPL9/BCAS2/MRPL38/FBL/PABPC4/ESRP2/RPS8/SF3A1/RPL23/RPL14/RPL15/LARP4B/RSL1D1/RPL32/RALY/MRPL43/RBM42/RPS23/HDLBP/RPL27/MRPL4/API5/MRPL11/RPL34/RPL26/SF3B1/MRPL24/RPL26L1/MSI2/SRSF2/HNRNPA1/RPL8/MRPL21/DHX9/RPL30/IVNS1ABP/EIF3L/AKAP8L/RPL28/MRPS27/ELAVL1/RBMX/RPS2/SF1/RPL18A/GNL3L/TEP1/RPL18/RPS27/EIF3H/RIOK3/SF3B6/SNU13/RPL37/TFIP11/WBP11/RBMXL1/HNRNPAB/SRP72/SRSF1/SLIRP/UNK/MRPL20/SRP14/SRP9/SNRPD2/DDX17/EBNA1BP2/PRPF18/RPS7/RPS13/RPL27A/ZC3H14/EIF3F/UTP3/STAU2/SNRPB2/PRPF4B/BUD31/ZFP36L1/SRRM2/RPL21/RBM14/MRPL54/MRPL3/RPS3A/RPL17/EIF3E/MRPL53/RPS11/RUVBL2/U2AF2/MRPS21/WDR74/RPL6/UTP18/MRPS16/EIF1/NAA38/MRPS14/MRPL33/HNRNPD/U2AF1/RPL36/XPO1/RPS15/RBM3/SNRPC/NSA2/SF3B2/PNN/SECISBP2L/EFL1/MRPS18B/TRA2B/RPL35A/SNRPB/RPL35/RPL38/HNRNPU/CBX5/RPL7/GAR1/HNRNPK/PRKDC/RPS28/HNRNPH1/EIF4G1/STRAP/SMG7/HNRNPF/RPL41/EIF3K/EIF3M/RPL7A/MRPL19/ESRP1/RPS10/RPS15A/RPS24/ACTN4"
"GO:0009986","CC","GO:0009986","cell surface",338,-0.415468070384996,-2.0957535709772,1e-10,1.27144578313253e-08,1.14724159797083e-08,646,"tags=25%, list=10%, signal=23%","LPAR1/ADAM8/SLAMF8/SELE/ACKR2/CXCR4/RAET1G/FGB/CTLA4/CSF2RA/ITGAL/IGHM/NECTIN2/RTN4RL1/ITGAV/GREM1/LAG3/HCST/ABCG1/KLRC2/LGALS3/PDGFRB/CD55/CD2/CD3G/KLRK1/SAT1/ANXA2/CD53/TRBC1/CXCR6/SLC6A2/TGFB1/CD8A/CD3E/PTPRC/TNFRSF9/HAVCR2/C3/ITGAM/CD4/SPARC/CXCL10/IL2RB/BTN3A3/ICAM1/ITGB2/TNFRSF11A/ANTXR2/HLA-C/HLA-A/IL27RA/ULBP1/CD3D/ECE1/INSR/BTN2A2/ITGB4/HLA-B/TRPV2/MSN/VCAM1/HLA-G/SLC7A5/CD40/SLAMF6/CD14/CXCL9/HLA-F/SEMA7A/IL2RG/SULF2/MSLN/CD74/HLA-DMA/LAMP3/CSF2RB/LTF/B2M/HLA-DPB1/HLA-DRB1/HLA-DPA1/HLA-DRA"
"GO:0032588","CC","GO:0032588","trans-Golgi network membrane",39,-0.782503465266458,-2.75470386363284,4.914389547003e-10,5.34655184428069e-08,4.82426129595108e-08,102,"tags=21%, list=2%, signal=20%","MYO1B/CD74/HLA-DPB1/HLA-DQB1/HLA-DRB1/HLA-DPA1/HLA-DQA1/HLA-DRA"
"GO:0009897","CC","GO:0009897","external side of plasma membrane",145,-0.517993636972306,-2.35676308709298,7.17477593884184e-10,7.64802126086848e-08,6.90090623527521e-08,774,"tags=40%, list=12%, signal=36%","IGHG1/CD5/IL2RA/CLEC10A/LAP3/IGKC/CXCR2/SELE/ACKR2/CXCR4/RAET1G/FGB/CTLA4/CSF2RA/ITGAL/IGHM/ITGAV/LAG3/ABCG1/KLRC2/CD2/CD3G/KLRK1/SAT1/TRBC1/CXCR6/CD8A/CD3E/PTPRC/TNFRSF9/ITGAM/CD4/CXCL10/IL2RB/BTN3A3/ICAM1/ITGB2/TNFRSF11A/IL27RA/ULBP1/CD3D/ECE1/INSR/BTN2A2/VCAM1/HLA-G/SLC7A5/CD40/SLAMF6/CD14/CXCL9/HLA-F/SEMA7A/IL2RG/CD74/CSF2RB/B2M/HLA-DRB1"
"GO:0031301","CC","GO:0031301","integral component of organelle membrane",165,-0.465059725497341,-2.14430682625983,1.84284307455585e-08,1.56834862627322e-06,1.41514078543567e-06,165,"tags=9%, list=3%, signal=9%","HLA-C/HLA-A/VOPP1/HLA-B/HLA-G/STING1/HLA-F/CD74/B2M/HLA-DPB1/HLA-DQB1/HLA-DRB1/HLA-DPA1/HLA-DQA1/HLA-DRA"
"GO:1902494","CC","GO:1902494","catalytic complex",660,0.361016028149858,1.5715633095758,2.58625239091979e-07,1.80746499876666e-05,1.63089851016106e-05,2248,"tags=50%, list=36%, signal=35%","SPP1/PFKL/LDHB/SDHA/RNF19A/BRD8/CCL28/UQCRQ/DYNC1LI2/TUSC3/POLR2B/STT3A/TCEA1/UQCRC2/RBBP4/PPP2R5D/DECR1/CHD3/PRPSAP2/TSN/AMBRA1/HDAC2/ENC1/CCNG1/KANSL1L/DYNLL2/TGFBR2/HEXB/HNRNPR/AMFR/PHF12/NDUFB10/GNAI1/CCND1/PCGF2/DAPK1/XRCC5/NDUFB6/SUCLG2/NDUFB9/F3/STT3B/CYC1/SNRPD3/ERH/UBE2L6/ARID1B/MCCC2/ZNF217/INO80D/USP22/SF3A2/RPN2/PRKAA1/PSME1/NDUFS8/CDK13/PRKRA/TICAM1/VCP/RCOR3/NDUFA5/PSMC4/DLST/CDK6/MTA1/NDUFB4/HDAC1/NDUFB3/MAT2A/SF3B3/BCAS2/DAD1/NUDCD3/TOX4/PSMB1/SF3A1/PPP1R3C/RANBP10/NDUFB11/FZR1/GTF2H2C/PIK3R2/BCL7C/RERE/DPM3/HDAC9/CCNI/POLR2I/FBXW4/RALY/SDHD/NDUFB1/SINHCAF/SMARCE1/POLR1D/MAX/DYNC1I2/DCAF8/NDUFA11/CALM2/PPP4R1/SF3B1/CHD4/KDM3B/MCM3/OSTC/CCN1/HINT1/GNAS/HNRNPA1/PHKG2/DNAL4/PDHB/UQCRHL/DHX9/JMJD1C/PSMD2/CDK4/SMARCC2/GTPBP1/CAST/CDH1/CCNL2/RING1/CHD8/MLLT3/RBMX/PSMD3/NDUFA10/ARIH1/TAF2/FBXL17/RANGAP1/GTF2E2/PPP2R1A/NDUFA9/NDUFS6/PSMA3/DDB1/SF3B6/PSMD4/MAGT1/RNF11/TFIP11/SMARCA5/PRKAR1A/ELOB/PSMB10/PCGF3/SKP1/SRSF1/PDCD6/PHC1/SEL1L/GTF2F2/SMARCC1/RBBP7/SMARCB1/SYVN1/CASP8/FBXL19/SNRPD2/ECPAS/FBXL4/WBP1/NUS1/DCTN2/UQCR11/ACVR1/ILVBL/DCAF12/MAT2B/SNRPB2/IDH3B/PRPF4B/BUD31/NCOA6/PSMC5/SRRM2/YY1/FBXL8/RANBP2/P4HB/ARID2/POLR2A/ARID1A/MADD/RUVBL2/GNA13/OS9/PPP2CA/BABAM2/WDR26/NAA38/PPP1R3E/POLA2/PSMF1/SS18/U2AF1/FBXO7/GNG5/ADA2/NDUFS4/DYNC1H1/SOCS5/SNRPC/SMARCA4/MEAF6/ZER1/CUL3/MTA2/PSMB2/UBQLN1/PPP2R1B/UBE4B/SF3B2/PHC2/RCOR1/DYNLT1/PNN/PSMA4/BRAP/CCNG2/TSEN54/NDUFA1/TMEM183A/SNRPB/KANSL1/DNMT3A/ZNHIT1/PSMB6/OGT/HNRNPU/CBX5/CAPNS1/NDUFS5/ASB1/GAR1/EP300/HNRNPK/PRKDC/PDHA1/CHUK/CRCP/DEK/SETD1B/CDC73/PSMB9/FHL1/HNRNPH1/CDK2/DMAP1/HNRNPF/CDKN1B/PSMB7/POLR2L/GPAA1/SUGT1/SEC11A/NDUFS2/TSPAN17/UQCRB/UBE2N/PDSS2/NDUFA4/TSNAX/FBXO32/PRKCI/NDUFA2/CAT/POLG/DLD/PBRM1/PIGC/TAF1L/FBXL3/SDHB/CDK9/PPP4R2/PPP1CB/CDK12/PRMT1/TXNL1/PSMD8/WWP2/CWC15/DDOST/MSL2/SPCS1/POLR2G/PIGT/UBE2B/WDR82/FADD/PSMB3/HSD17B12/LSM7/KDM6B/ENO1/KMT2D/FBXL2/PSMD12/PPP1R15A/BCCIP/POLR2F/UQCRC1/HR/NDUFA13/PSMB5/PSMB8/HNRNPA3/CASP10/KANSL3/FARSA/RPN1/TAF10/TBPL1/PIK3R1/PRAMEF6/GNAQ/BAZ1B/SPG7/DCTN4/TNFAIP1/CDC27/ATXN7L3/PPP3R1"
"GO:0140513","CC","GO:0140513","nuclear protein-containing complex",549,0.364476045178259,1.57635742705724,1.3565963891157e-06,8.37202438265378e-05,7.55418340162549e-05,2456,"tags=50%, list=40%, signal=33%","SPP1/LGALS2/LMO4/BRD8/REC8/SNRNP70/POLR2B/RFX5/TCEA1/CIRBP/RBBP4/PBX1/CHD3/STAT1/CPSF7/HDAC2/KANSL1L/YAP1/LUC7L/HNRNPR/PHF12/PCGF2/CEBPD/XRCC5/HEBP1/RPS3/NCL/SNRPD3/LUC7L3/ASCC3/TAF1D/ARID1B/ZNF217/INO80D/JUND/ADAR/USP22/SF3A2/SF3B5/CDK13/YBX1/BCLAF1/CHMP1B/ELOA2/SMAD2/RCOR3/AFF1/CDK6/IRF9/MTA1/CPSF1/HDAC1/DDX39B/PTGES3/SF3B3/BCAS2/SFPQ/TRIM28/SF3A1/FZR1/AFF4/SMAD5/GTF2H2C/BCL7C/RERE/HDAC9/POLR2I/COPS6/RALY/PYGO2/SINHCAF/API5/SMARCE1/POLR1D/MAX/SF3B1/CHD4/KDM3B/MCM3/MVP/HINT1/SRSF2/HNRNPA1/JMJD1C/CDK4/SMARCC2/IVNS1ABP/CAST/CDH1/RING1/SNUPN/RANBP3/CHD8/MLLT3/RBMX/SF1/TAF2/GNL3L/TEP1/BATF2/MED13/RANGAP1/GTF2E2/SUPT5H/SF3B6/SNU13/COPS3/TFIP11/RARA/WBP11/SMARCA5/ELOB/FAAP20/THRAP3/RBMXL1/PCGF3/HNRNPAB/GPS1/SRSF1/NPIPA1/PHC1/CLMN/GTF2F2/SMARCC1/RBBP7/SMARCB1/SSRP1/SNRPD2/PRPF18/EIF5A/BICD2/SNRPB2/PRPF4B/GLE1/BUD31/NCOA6/PSMC5/SRRM2/YY1/RANBP2/ARID2/MXI1/POLR2A/ARID1A/RUVBL2/U2AF2/XBP1/FIP1L1/UTP18/BABAM2/RELA/NAA38/POLA2/SS18/U2AF1/CHMP4A/RBM3/ADA2/SNRPC/FOXO3/CEBPG/SMARCA4/MEAF6/MTA2/SARNP/SMC1A/SF3B2/PHC2/RCOR1/PNN/INTS10/TSEN54/TRA2B/SNRPB/KANSL1/ZNHIT1/POM121C/OGT/HNRNPU/CBX5/ADNP/GAR1/EP300/HNRNPK/PRKDC/CHMP4B/NXT1/CRCP/DEK/CHMP2A/SETD1B/CDC73/PCID2/HNRNPH1/NUTF2/DMAP1/SMG7/HNRNPF/POLR2L/STAT6/WDR33/NPAS2/MED14/RAN/PBRM1/TAF1L/NFYC/RAD21/CDK9/GRB2/CDK12/CBX3/TPP1/CWC15/NONO/MSL2/POLR2G/HIF1A/HMGA1/WDR82/SF3B4/NFE2L2/LSM7/KDM6B/NUP43/KMT2D/SUPT6H/PSMD12/BCCIP/NUP62/POLR2F/HR/MLH1/SMG5/LARP7/HNRNPA3/SYNE4/KANSL3/NMI/TAF10/TBPL1/SUN1/BAZ1B/MYO1C/CDC27/NAT10/RAE1/ATXN7L3/CDK19/CDC26/PCNA/MSL1/EIF4A3/RRP8/SUPT4H1/CHMP3/BIN1/CBX6/KMT2C/PAF1/HDAC6/PRPF6/SUDS3/NUP188/AEBP2/PHF14/MEN1/HNRNPA2B1/BUB3/DRAP1/UBAP2L/DIS3/BACH1/CWF19L1"
"GO:0000786","CC","GO:0000786","nucleosome",76,-0.512285370565714,-2.07996051710702,1.06894283605572e-05,0.000572616941568326,0.000516679502803102,684,"tags=42%, list=11%, signal=38%","H2AC19/H4C6/H3C15/H2BC9/H2AC14/H2BC17/H2BC13/H4C1/H2AC16/H2AC12/H2BC6/H4C13/H2BC3/H2AC13/H2AC21/H4C2/H4C9/H3C4/H3C3/H2BC14/H2AC11/H3C13/H3C2/H2BS1/H2AC4/H2BC10/H2AC17/H2BC7/H3C11/H3C7/H3C10/H1-5"
"GO:0098800","CC","GO:0098800","inner mitochondrial membrane protein complex",85,0.496421983728501,1.78920586653169,9.06665203663641e-05,0.00398927084777643,0.00359956950021551,1945,"tags=62%, list=31%, signal=43%","ATP5F1C/COX5A/SDHA/UQCRQ/UQCRC2/ATP5MC2/HSPA9/NDUFB10/NDUFB6/SLC25A6/NDUFB9/CYC1/ATP5F1A/NDUFS8/ATP5F1B/ATP5MF/NDUFA5/NDUFB4/NDUFB3/ATP5PO/ATP5MJ/NDUFB11/COX6B1/ATP5MC3/COX7A2/SDHD/CHCHD3/NDUFB1/COX8A/NDUFA11/ROMO1/UQCRHL/COX6A1/SMDT1/NDUFA10/NDUFA9/NDUFS6/ATP5PD/UQCR11/ATP5PB/COX7B/NDUFS4/ATP5MK/NDUFA1/COX5B/NDUFS5/ATP5ME/TIMM23B/NDUFS2/UQCRB/NDUFA4/NDUFA2/SDHB"
"GO:0005730","CC","GO:0005730","nucleolus",410,0.352692164065575,1.49920516589581,0.000179806948977494,0.00718751035060415,0.00648538142125364,2042,"tags=41%, list=33%, signal=30%","KRT18/IP6K2/GPRC5B/SPTBN1/GPRC5A/RPS19/SDHA/RPL13/SELENBP1/CCL28/MYO10/RPL11/TCEA1/TP53/CHD3/OXR1/STAT1/RPL24/SETX/ENC1/HSPA9/RPL19/XRCC5/ILF3/NOP53/PHF2/RPS3/NCL/RPS25/FTSJ3/CDK5RAP3/TAF1D/RPS9/RPS6/ADAR/RPL12/RPS14/MIDN/S100A16/RPL5/SPECC1/KIAA0319L/AKAP8/RPL4/TOP2B/RPL13A/S100A13/SRSF5/SF3B3/BCAS2/TIMM13/FBL/SPATS2L/RPL23/NFIB/AFF4/CD2AP/LARP4B/RSL1D1/POLR2I/RPL27/GET3/TMEM123/POLR1D/RPL26/EEF1D/SPG11/SF3B1/C1QBP/DHX9/OLA1/CDK4/CAST/CDKN2AIPNL/PML/DNAJB9/EIF3L/DDX47/MRPS27/GNL3L/NUCKS1/RPL18/SNU13/TFIP11/RARA/SMARCA5/KDM4A/ARL4A/TUT1/PPM1B/SMARCB1/SSRP1/DDX17/EBNA1BP2/ZFP91/CASK/RPS7/RPS13/ZC3H14/UTP3/XRN2/BRWD1/STAU2/SNRPB2/GLE1/STK24/RBM14/RPS3A/PARP10/RPS11/MXI1/COG7/ZNF274/WDR74/UTP18/UBTF/HDHD3/RPL36/XPO1/PCDH1/ITPR3/TTC3/PLSCR1/SMARCA4/HOXD9/MEAF6/NSA2/GNL3/TRAF4/ARL6IP4/GABBR1/ZNF692/BRAP/SAPCD2/TSEN54/RBPJ/RPL35/ACADVL/TAX1BP3/ZMAT3/CBX5/RPL7/ZNF207/GAR1/PRKDC/PDHA1/DEK/DDRGK1/POLR2L/XPO6/AGPS/RPL7A/RREB1/UBE2N/RPS10/WDR33/CCDC137/KIF2A/ZNF330/NSUN5/RAN/PPP1CB/MTDH/GRB2/DDX46/GOLGA3/STK3/NONO/JPT1/YPEL3"
"GO:0045177","CC","GO:0045177","apical part of cell",176,0.405316103721326,1.60284186635401,0.000520980482421007,0.0187641878190747,0.0169311638008997,1080,"tags=27%, list=17%, signal=23%","SLC12A2/CFTR/MTCL1/ABCB1/UPK1B/PDZK1/PROM1/PKHD1/ERBB3/PLD1/PLPP1/APP/ATP1A1/SLC9A3R2/SLC44A4/MAL2/SORBS2/SCNN1A/CEACAM1/USH1C/STXBP3/CTSO/SLC6A6/ATP6AP2/PRKAA1/SPTBN2/PARD6B/PTCH1/ATP1B1/MUC13/CLDN1/MARVELD2/MUC20/TNIK/KCNQ1/HOMER2/AHCYL1/ATP8B1/ERBB2/GNAS/ANXA1/PRKCZ/CDH2/JAG1/TEP1/EPCAM/SLC34A2"
"GO:0032993","CC","GO:0032993","protein-DNA complex",118,-0.386696501789387,-1.6925128685034,0.00106854721426014,0.0329718676961616,0.0297509329030386,684,"tags=31%, list=11%, signal=28%","H2AC19/H4C6/H3C15/H2BC9/H2AC14/PARP1/H2BC17/H2BC13/H4C1/H2AC16/H2AC12/H2BC6/H4C13/H2BC3/MCM6/H2AC13/H2AC21/H4C2/H4C9/H3C4/H3C3/FOS/H2BC14/H2AC11/H3C13/H3C2/H2BS1/H2AC4/H2BC10/H2AC17/H2BC7/POLD4/H3C11/H3C7/H3C10/H1-5"
"GO:0043235","CC","GO:0043235","receptor complex",130,-0.374086800601539,-1.66872749220646,0.00116363194549988,0.0349852077517385,0.0315675950786982,412,"tags=21%, list=7%, signal=20%","KLRC2/PDGFRB/CD3G/CD247/ITPR2/CD8A/CD3E/ITGAM/CD4/ARNTL2/GABRP/IL2RB/ITGB2/IL27RA/NPR1/CD3D/INSR/TRAC/ITGB4/JAK2/CD40/CD14/IL2RG/TNFRSF11B/CD74/CSF2RB/B2M"
"GO:0099568","CC","GO:0099568","cytoplasmic region",74,0.466809906009663,1.64580683794402,0.00160119100990601,0.0444667598093107,0.0401229193230186,1303,"tags=41%, list=21%, signal=32%","DCDC2/SPAG16/NUMA1/SEPTIN2/GABARAP/TRAK1/AMBRA1/GNAI1/IFT57/DCX/CANX/CTBP1/SFPQ/CTNND1/BLOC1S1/CAMSAP3/CFAP221/HSBP1/SEPTIN9/DST/PRKCZ/CAST/PRKACA/RANGAP1/MAPK8IP3/PRKAR1A/RAB21/HNRNPAB/ZC3H14/STAU2"
"GO:0005930","CC","GO:0005930","axoneme",22,0.638085424080157,1.78224168815249,0.00203022668730377,0.0534288833693684,0.0482095566697728,1122,"tags=55%, list=18%, signal=45%","DCDC2/SPAG16/SEPTIN2/GABARAP/AMBRA1/IFT57/DCX/CAMSAP3/CFAP221/SEPTIN9/PRKACA/PRKAR1A"
"GO:0044815","CC","GO:0044815","DNA packaging complex",100,-0.387916482847827,-1.65431794756309,0.00205060110123956,0.0536972541473476,0.0484517110142695,684,"tags=33%, list=11%, signal=30%","H2AC19/H4C6/H3C15/H2BC9/H2AC14/H2BC17/H2BC13/H4C1/H2AC16/H2AC12/H2BC6/H4C13/H2BC3/H2AC13/H2AC21/H4C2/H4C9/H3C4/H3C3/H2BC14/H2AC11/H3C13/H3C2/H2BS1/CAPG/H2AC4/H2BC10/H2AC17/H2BC7/H3C11/H3C7/H3C10/H1-5"
"GO:0034451","CC","GO:0034451","centriolar satellite",40,0.539298179022706,1.70601368291348,0.00249549424649938,0.0616743578063417,0.0556495524561404,1012,"tags=35%, list=16%, signal=29%","DCDC2/KRT18/CHD3/CDC42BPG/SPAG9/TAF1D/DLST/TMEM63A/CCDC14/EXOC7/CD2AP/HOOK3/RASSF7/RBM39"
"GO:0089717","CC","GO:0089717","spanning component of membrane",6,0.848223783328191,1.6916074379773,0.00337932237045399,0.0778646047497838,0.0702582168768716,104,"tags=33%, list=2%, signal=33%","SLC12A2/SLC4A4"
"GO:0097730","CC","GO:0097730","non-motile cilium",43,0.52309074844735,1.6737293681661,0.0034616449736915,0.0792423848315974,0.0715014052563381,429,"tags=23%, list=7%, signal=22%","DCDC2/PROM1/PKHD1/VCAN/ATP1A1/SEPTIN2/DYNLL2/USH1C/DHRS3/IFT57"
