,ONTOLOGY,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
R-HSA-351202,Reactome,R-HSA-351202,Metabolism of polyamines,19,0.38590631,1.12633053,0.290187891,1,1,271,"tags=37%, list=21%, signal=30%",5699/7979/5688/5714/5695/5683/5698
R-HSA-1660499,Reactome,R-HSA-1660499,Synthesis of PIPs at the plasma membrane,5,0.550795001,1.12237184,0.344758065,1,1,75,"tags=20%, list=6%, signal=19%",5293
R-HSA-446652,Reactome,R-HSA-446652,Interleukin-1 family signaling,35,0.327814756,1.121814418,0.298039216,1,1,218,"tags=26%, list=17%, signal=22%",59307/5699/7979/6774/7334/5688/5714/5695/5683
R-HSA-438064,Reactome,R-HSA-438064,Post NMDA receptor activation events,10,-0.455614202,-1.121774698,0.277559055,1,1,219,"tags=50%, list=17%, signal=42%",5573/808/84790/10383/6195
R-HSA-442755,Reactome,R-HSA-442755,Activation of NMDA receptors and postsynaptic events,10,-0.455614202,-1.121774698,0.277559055,1,1,219,"tags=50%, list=17%, signal=42%",5573/808/84790/10383/6195
R-HSA-202424,Reactome,R-HSA-202424,Downstream TCR signaling,34,0.332336843,1.12176969,0.280876494,1,1,218,"tags=24%, list=17%, signal=20%",5699/7979/7334/5688/7322/5714/5695/5683
R-HSA-180534,Reactome,R-HSA-180534,Vpu mediated degradation of CD4,20,0.381554996,1.12104342,0.302277433,1,1,271,"tags=35%, list=21%, signal=28%",5699/7979/5688/5714/5695/5683/5698
R-HSA-163685,Reactome,R-HSA-163685,Integration of energy metabolism,10,0.448107964,1.114851041,0.33805668,1,1,202,"tags=30%, list=16%, signal=26%",2778/2771/8826
R-HSA-6804115,Reactome,R-HSA-6804115,TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain,3,-0.648734731,-1.114443915,0.366471735,1,1,54,"tags=100%, list=4%, signal=96%",4869/7832
R-HSA-5663202,Reactome,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,83,0.277055356,1.113422514,0.278350515,1,1,271,"tags=29%, list=21%, signal=24%",3726/5699/7979/55615/6774/5293/5292/1445/11140/7171/51411/5688/5714/9208/5695/8826/1499/5683/27044/51107/80351/7529/2309/5698
R-HSA-2122947,Reactome,R-HSA-2122947,NOTCH1 Intracellular Domain Regulates Transcription,6,-0.522129005,-1.113282113,0.354651163,1,1,567,"tags=83%, list=44%, signal=47%",6233/22938/7311/6500/2033
R-HSA-388841,Reactome,R-HSA-388841,Costimulation by the CD28 family,18,0.383269846,1.112929624,0.304878049,1,1,182,"tags=17%, list=14%, signal=15%",55615/1445/998
R-HSA-4655427,Reactome,R-HSA-4655427,SUMOylation of DNA methylation proteins,4,0.592621869,1.111290269,0.36,1,1,364,"tags=75%, list=28%, signal=54%",80012/7341/7329
R-HSA-912694,Reactome,R-HSA-912694,Regulation of IFNA/IFNB signaling,6,-0.520462489,-1.109728774,0.356589147,1,1,363,"tags=50%, list=28%, signal=36%",7297/5781/6772
R-HSA-5655253,Reactome,R-HSA-5655253,Signaling by FGFR2 in disease,4,-0.595369727,-1.108627176,0.365805169,1,1,55,"tags=100%, list=4%, signal=96%",5295/5441/5434
R-HSA-195253,Reactome,R-HSA-195253,Degradation of beta-catenin by the destruction complex,24,0.357020912,1.108409718,0.30738523,1,1,218,"tags=29%, list=17%, signal=25%",5699/7979/5688/5714/5695/1499/5683
R-HSA-5205685,Reactome,R-HSA-5205685,PINK1-PRKN Mediated Mitophagy,5,-0.546856313,-1.108021456,0.347140039,1,1,567,"tags=100%, list=44%, signal=57%",6233/7311/54543/10452
R-HSA-111471,Reactome,R-HSA-111471,Apoptotic factor-mediated response,4,0.590391896,1.107108603,0.368,1,1,213,"tags=25%, list=16%, signal=21%",581
R-HSA-3371568,Reactome,R-HSA-3371568,Attenuation phase,4,-0.593267043,-1.104711805,0.369781312,1,1,445,"tags=100%, list=34%, signal=66%",3320/3326/2033
R-HSA-176409,Reactome,R-HSA-176409,APC/C:Cdc20 mediated degradation of mitotic proteins,22,0.365094636,1.104606549,0.341365462,1,1,328,"tags=41%, list=25%, signal=31%",5699/7979/5688/5714/5695/5683/5698/27338/5691
R-HSA-176814,Reactome,R-HSA-176814,Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,22,0.365094636,1.104606549,0.341365462,1,1,328,"tags=41%, list=25%, signal=31%",5699/7979/5688/5714/5695/5683/5698/27338/5691
R-HSA-1236977,Reactome,R-HSA-1236977,Endosomal/Vacuolar pathway,6,0.509064979,1.104444955,0.347022587,1,1,365,"tags=50%, list=28%, signal=36%",3134/3107/3133
R-HSA-69052,Reactome,R-HSA-69052,Switching of origins to a post-replicative state,22,0.363596577,1.100074122,0.345381526,1,1,328,"tags=41%, list=25%, signal=31%",5699/7979/5688/5714/5695/5683/5698/27338/5691
R-HSA-75153,Reactome,R-HSA-75153,Apoptotic execution phase,17,0.381810897,1.09940066,0.319018405,1,1,210,"tags=35%, list=16%, signal=30%",5339/7431/2934/8428/3837/1499
R-HSA-202131,Reactome,R-HSA-202131,Metabolism of nitric oxide: NOS3 activation and regulation,6,0.505675008,1.097090224,0.357289528,1,1,15,"tags=17%, list=1%, signal=17%",1785
R-HSA-2029485,Reactome,R-HSA-2029485,Role of phospholipids in phagocytosis,4,-0.589048509,-1.096856549,0.371769384,1,1,509,"tags=100%, list=39%, signal=61%",5295/2209/917
R-HSA-1483191,Reactome,R-HSA-1483191,Synthesis of PC,3,-0.637625289,-1.095359305,0.38791423,1,1,474,"tags=100%, list=36%, signal=64%",9663/1460
R-HSA-430116,Reactome,R-HSA-430116,GP1b-IX-V activation signalling,4,-0.587244818,-1.09349793,0.373757455,1,1,17,"tags=75%, list=1%, signal=74%",5295/1278/2316
R-HSA-6802952,Reactome,R-HSA-6802952,Signaling by BRAF and RAF1 fusions,18,-0.384288349,-1.093133196,0.294117647,1,1,76,"tags=17%, list=6%, signal=16%",7094/4000/2335
R-HSA-2022090,Reactome,R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,4,0.582758069,1.092793577,0.394,1,1,20,"tags=25%, list=2%, signal=25%",5339
R-HSA-5674400,Reactome,R-HSA-5674400,Constitutive Signaling by AKT1 E17K in Cancer,3,0.641059326,1.091236035,0.394683027,1,1,269,"tags=67%, list=21%, signal=53%",55615/2309
R-HSA-8852276,Reactome,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint,24,0.349654258,1.085539148,0.327345309,1,1,218,"tags=29%, list=17%, signal=25%",5699/7979/5688/5714/5695/22919/5683
R-HSA-8875360,Reactome,R-HSA-8875360,InlB-mediated entry of Listeria monocytogenes into host cell,4,-0.582832196,-1.085281267,0.381709742,1,1,113,"tags=100%, list=9%, signal=92%",6233/7311/30011
R-HSA-5620912,Reactome,R-HSA-5620912,Anchoring of the basal body to the plasma membrane,11,-0.430234651,-1.084996184,0.328712871,1,1,219,"tags=36%, list=17%, signal=30%",10383/7531/9814/1778
R-HSA-9005891,Reactome,R-HSA-9005891,Loss of function of MECP2 in Rett syndrome,4,0.578470133,1.084752798,0.404,1,1,92,"tags=25%, list=7%, signal=23%",2874
R-HSA-9005895,Reactome,R-HSA-9005895,Pervasive developmental disorders,4,0.578470133,1.084752798,0.404,1,1,92,"tags=25%, list=7%, signal=23%",2874
R-HSA-9675151,Reactome,R-HSA-9675151,Disorders of Developmental Biology,4,0.578470133,1.084752798,0.404,1,1,92,"tags=25%, list=7%, signal=23%",2874
R-HSA-9697154,Reactome,R-HSA-9697154,Disorders of Nervous System Development,4,0.578470133,1.084752798,0.404,1,1,92,"tags=25%, list=7%, signal=23%",2874
R-HSA-9007101,Reactome,R-HSA-9007101,Rab regulation of trafficking,20,-0.372640857,-1.083183018,0.310211946,1,1,201,"tags=25%, list=15%, signal=21%",7531/9909/9230/10133/11021
R-HSA-982772,Reactome,R-HSA-982772,Growth hormone receptor signaling,3,0.635465009,1.081713171,0.404907975,1,1,56,"tags=33%, list=4%, signal=32%",6774
R-HSA-6802957,Reactome,R-HSA-6802957,Oncogenic MAPK signaling,20,-0.371778821,-1.080677274,0.314065511,1,1,76,"tags=15%, list=6%, signal=14%",7094/4000/2335
R-HSA-9725371,Reactome,R-HSA-9725371,Nuclear events stimulated by ALK signaling in cancer,7,0.472348801,1.079627276,0.372708758,1,1,56,"tags=29%, list=4%, signal=27%",3726/6774
R-HSA-449836,Reactome,R-HSA-449836,Other interleukin signaling,4,0.573742177,1.075886888,0.41,1,1,72,"tags=25%, list=6%, signal=24%",9235
R-HSA-1483255,Reactome,R-HSA-1483255,PI Metabolism,6,0.495796807,1.075658912,0.369609856,1,1,75,"tags=17%, list=6%, signal=16%",5293
R-HSA-1834949,Reactome,R-HSA-1834949,Cytosolic sensors of pathogen-associated DNA ,13,-0.406543752,-1.07565829,0.337186898,1,1,247,"tags=54%, list=19%, signal=44%",197358/5441/4791/4792/2033/2547/5434
R-HSA-190873,Reactome,R-HSA-190873,Gap junction degradation,4,0.57357922,1.075581311,0.41,1,1,15,"tags=25%, list=1%, signal=25%",1785
R-HSA-196025,Reactome,R-HSA-196025,Formation of annular gap junctions,4,0.57357922,1.075581311,0.41,1,1,15,"tags=25%, list=1%, signal=25%",1785
R-HSA-9669938,Reactome,R-HSA-9669938,Signaling by KIT in disease,5,0.527173136,1.074236842,0.385080645,1,1,56,"tags=20%, list=4%, signal=19%",6774
R-HSA-9670439,Reactome,R-HSA-9670439,"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants",5,0.527173136,1.074236842,0.385080645,1,1,56,"tags=20%, list=4%, signal=19%",6774
R-HSA-3371453,Reactome,R-HSA-3371453,Regulation of HSF1-mediated heat shock response,8,0.457204731,1.072037518,0.36969697,1,1,180,"tags=25%, list=14%, signal=22%",3308/10049
R-HSA-162592,Reactome,R-HSA-162592,Integration of provirus,3,-0.623820808,-1.071644959,0.417153996,1,1,349,"tags=67%, list=27%, signal=49%",5478/2547
R-HSA-1295596,Reactome,R-HSA-1295596,Spry regulation of FGF signaling,5,-0.528185328,-1.070190948,0.400394477,1,1,617,"tags=100%, list=47%, signal=53%",6233/7311/5515/5781
R-HSA-5654726,Reactome,R-HSA-5654726,Negative regulation of FGFR1 signaling,5,-0.528185328,-1.070190948,0.400394477,1,1,617,"tags=100%, list=47%, signal=53%",6233/7311/5515/5781
R-HSA-5654727,Reactome,R-HSA-5654727,Negative regulation of FGFR2 signaling,5,-0.528185328,-1.070190948,0.400394477,1,1,617,"tags=100%, list=47%, signal=53%",6233/7311/5515/5781
R-HSA-5654732,Reactome,R-HSA-5654732,Negative regulation of FGFR3 signaling,5,-0.528185328,-1.070190948,0.400394477,1,1,617,"tags=100%, list=47%, signal=53%",6233/7311/5515/5781
R-HSA-5654733,Reactome,R-HSA-5654733,Negative regulation of FGFR4 signaling,5,-0.528185328,-1.070190948,0.400394477,1,1,617,"tags=100%, list=47%, signal=53%",6233/7311/5515/5781
R-HSA-110314,Reactome,R-HSA-110314,Recognition of DNA damage by PCNA-containing replication complex,4,-0.573863358,-1.068580556,0.393638171,1,1,129,"tags=100%, list=10%, signal=90%",6233/7311/57804
R-HSA-5656169,Reactome,R-HSA-5656169,Termination of translesion DNA synthesis,4,-0.573863358,-1.068580556,0.393638171,1,1,129,"tags=100%, list=10%, signal=90%",6233/7311/57804
R-HSA-5696397,Reactome,R-HSA-5696397,Gap-filling DNA repair synthesis and ligation in GG-NER,4,-0.573863358,-1.068580556,0.393638171,1,1,129,"tags=100%, list=10%, signal=90%",6233/7311/57804
R-HSA-5696400,Reactome,R-HSA-5696400,Dual Incision in GG-NER,4,-0.573863358,-1.068580556,0.393638171,1,1,129,"tags=100%, list=10%, signal=90%",6233/7311/57804
R-HSA-9758274,Reactome,R-HSA-9758274,Regulation of NF-kappa B signaling,5,-0.527388758,-1.068576965,0.402366864,1,1,232,"tags=80%, list=18%, signal=66%",6233/7311/84166/841
R-HSA-8941858,Reactome,R-HSA-8941858,Regulation of RUNX3 expression and activity,21,0.354977038,1.067726389,0.365461847,1,1,271,"tags=33%, list=21%, signal=27%",5699/7979/5688/5714/5695/5683/5698
R-HSA-177929,Reactome,R-HSA-177929,Signaling by EGFR,10,0.42913614,1.067650903,0.376518219,1,1,246,"tags=40%, list=19%, signal=33%",1445/29924/998/5829
R-HSA-8939902,Reactome,R-HSA-8939902,Regulation of RUNX2 expression and activity,21,0.354863117,1.067383729,0.365461847,1,1,271,"tags=33%, list=21%, signal=27%",5699/7979/5688/5714/5695/5683/5698
R-HSA-3000480,Reactome,R-HSA-3000480,Scavenging by Class A Receptors,3,-0.620663069,-1.066220363,0.419103314,1,1,496,"tags=100%, list=38%, signal=62%",1278/2495
R-HSA-5607761,Reactome,R-HSA-5607761,Dectin-1 mediated noncanonical NF-kB signaling,20,0.362749718,1.065791797,0.362318841,1,1,271,"tags=35%, list=21%, signal=28%",5699/7979/5688/5714/5695/5683/5698
R-HSA-5676590,Reactome,R-HSA-5676590,NIK-->noncanonical NF-kB signaling,20,0.362749718,1.065791797,0.362318841,1,1,271,"tags=35%, list=21%, signal=28%",5699/7979/5688/5714/5695/5683/5698
R-HSA-190236,Reactome,R-HSA-190236,Signaling by FGFR,13,-0.402730319,-1.065568478,0.350674374,1,1,516,"tags=69%, list=40%, signal=42%",7311/5295/3187/3178/5515/5441/5781/5434/5725
R-HSA-5654738,Reactome,R-HSA-5654738,Signaling by FGFR2,13,-0.402730319,-1.065568478,0.350674374,1,1,516,"tags=69%, list=40%, signal=42%",7311/5295/3187/3178/5515/5441/5781/5434/5725
R-HSA-381038,Reactome,R-HSA-381038,XBP1(S) activates chaperone genes,9,-0.443033061,-1.064365633,0.374031008,1,1,76,"tags=33%, list=6%, signal=32%",445329/7094/4000
R-HSA-381070,Reactome,R-HSA-381070,IRE1alpha activates chaperones,9,-0.443033061,-1.064365633,0.374031008,1,1,76,"tags=33%, list=6%, signal=32%",445329/7094/4000
R-HSA-176408,Reactome,R-HSA-176408,Regulation of APC/C activators between G1/S and early anaphase,22,0.35112302,1.062334939,0.381526104,1,1,328,"tags=41%, list=25%, signal=31%",5699/7979/5688/5714/5695/5683/5698/27338/5691
R-HSA-3371511,Reactome,R-HSA-3371511,HSF1 activation,4,-0.570360139,-1.062057274,0.397614314,1,1,445,"tags=75%, list=34%, signal=49%",3320/3326/7531
R-HSA-1227990,Reactome,R-HSA-1227990,Signaling by ERBB2 in Cancer,4,0.566115122,1.061584561,0.424,1,1,89,"tags=25%, list=7%, signal=23%",11140
R-HSA-5637810,Reactome,R-HSA-5637810,Constitutive Signaling by EGFRvIII,4,0.566115122,1.061584561,0.424,1,1,89,"tags=25%, list=7%, signal=23%",11140
R-HSA-5637812,Reactome,R-HSA-5637812,Signaling by EGFRvIII in Cancer,4,0.566115122,1.061584561,0.424,1,1,89,"tags=25%, list=7%, signal=23%",11140
R-HSA-9664565,Reactome,R-HSA-9664565,Signaling by ERBB2 KD Mutants,4,0.566115122,1.061584561,0.424,1,1,89,"tags=25%, list=7%, signal=23%",11140
R-HSA-9665348,Reactome,R-HSA-9665348,Signaling by ERBB2 ECD mutants,4,0.566115122,1.061584561,0.424,1,1,89,"tags=25%, list=7%, signal=23%",11140
R-HSA-165054,Reactome,R-HSA-165054,Rev-mediated nuclear export of HIV RNA,4,-0.569444444,-1.060352177,0.399602386,1,1,563,"tags=100%, list=43%, signal=57%",10762/5901/5902
R-HSA-168325,Reactome,R-HSA-168325,Viral Messenger RNA Synthesis,4,-0.569444444,-1.060352177,0.399602386,1,1,563,"tags=100%, list=43%, signal=57%",10762/5441/5434
R-HSA-110320,Reactome,R-HSA-110320,Translesion Synthesis by POLH,5,-0.520780061,-1.055186651,0.420118343,1,1,115,"tags=80%, list=9%, signal=73%",5111/6233/7311/7353
R-HSA-2173791,Reactome,R-HSA-2173791,TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition),4,-0.566358025,-1.054605011,0.41749503,1,1,567,"tags=100%, list=44%, signal=57%",2280/7311/7040
R-HSA-2559585,Reactome,R-HSA-2559585,Oncogene Induced Senescence,4,-0.566358025,-1.054605011,0.41749503,1,1,567,"tags=100%, list=44%, signal=57%",7311/2113/1032
R-HSA-5684264,Reactome,R-HSA-5684264,MAP3K8 (TPL2)-dependent MAPK1/3 activation,4,-0.566358025,-1.054605011,0.41749503,1,1,567,"tags=100%, list=44%, signal=57%",7311/5604/6500
R-HSA-9636383,Reactome,R-HSA-9636383,Prevention of phagosomal-lysosomal fusion,4,-0.566358025,-1.054605011,0.41749503,1,1,567,"tags=100%, list=44%, signal=57%",7311/7879/11151
R-HSA-4086400,Reactome,R-HSA-4086400,PCP/CE pathway,23,0.344077177,1.05339522,0.363083164,1,1,272,"tags=35%, list=21%, signal=28%",5699/7979/5688/5714/5695/5683/5698/1211
R-HSA-445355,Reactome,R-HSA-445355,Smooth Muscle Contraction,16,-0.38062249,-1.052618601,0.344488189,1,1,76,"tags=25%, list=6%, signal=24%",7094/59/10627/10398
R-HSA-164944,Reactome,R-HSA-164944,Nef and signal transduction,4,-0.564780894,-1.051668264,0.421471173,1,1,440,"tags=100%, list=34%, signal=66%",2534/9844/1794
R-HSA-9615933,Reactome,R-HSA-9615933,Postmitotic nuclear pore complex (NPC) reformation,4,0.560436285,1.05093555,0.444,1,1,364,"tags=75%, list=28%, signal=54%",3837/7341/7329
R-HSA-2454202,Reactome,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,36,0.305140892,1.048447742,0.366141732,1,1,280,"tags=31%, list=22%, signal=25%",5699/7979/7334/5688/7322/5714/5695/5683/27040/5698/4773
R-HSA-2173796,Reactome,R-HSA-2173796,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,8,0.446883367,1.047836347,0.381818182,1,1,5,"tags=12%, list=0%, signal=13%",3726
R-HSA-162658,Reactome,R-HSA-162658,Golgi Cisternae Pericentriolar Stack Reorganization,3,0.615265998,1.047329633,0.443762781,1,1,502,"tags=100%, list=39%, signal=62%",5862/5861/81876
R-HSA-4570464,Reactome,R-HSA-4570464,SUMOylation of RNA binding proteins,7,0.457526541,1.045748676,0.415478615,1,1,198,"tags=29%, list=15%, signal=24%",80012/7341
R-HSA-187577,Reactome,R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21,21,0.347612189,1.045573847,0.395582329,1,1,271,"tags=33%, list=21%, signal=27%",5699/7979/5688/5714/5695/5683/5698
R-HSA-199992,Reactome,R-HSA-199992,trans-Golgi Network Vesicle Budding,15,0.37603499,1.043255784,0.41322314,1,1,31,"tags=13%, list=2%, signal=13%",1785/2647
R-HSA-174143,Reactome,R-HSA-174143,APC/C-mediated degradation of cell cycle proteins,23,0.340760101,1.043239966,0.385395538,1,1,328,"tags=39%, list=25%, signal=30%",5699/7979/5688/5714/5695/5683/5698/27338/5691
R-HSA-453276,Reactome,R-HSA-453276,Regulation of mitotic cell cycle,23,0.340760101,1.043239966,0.385395538,1,1,328,"tags=39%, list=25%, signal=30%",5699/7979/5688/5714/5695/5683/5698/27338/5691
R-HSA-8875555,Reactome,R-HSA-8875555,MET activates RAP1 and RAC1,5,-0.514255482,-1.041966773,0.431952663,1,1,364,"tags=60%, list=28%, signal=43%",5906/1399/2889
R-HSA-162909,Reactome,R-HSA-162909,Host Interactions of HIV factors,41,0.298471805,1.040453191,0.402834008,1,1,271,"tags=27%, list=21%, signal=22%",5699/7979/5688/3837/293/5714/6921/5695/5683/6923/5698
R-HSA-9013420,Reactome,R-HSA-9013420,RHOU GTPase cycle,10,0.41735439,1.038339002,0.408906883,1,1,202,"tags=30%, list=16%, signal=26%",2185/998/8826
R-HSA-8986944,Reactome,R-HSA-8986944,Transcriptional Regulation by MECP2,7,0.45412086,1.037964458,0.421588595,1,1,438,"tags=43%, list=34%, signal=29%",2874/805/817
R-HSA-8875656,Reactome,R-HSA-8875656,MET receptor recycling,3,-0.603147158,-1.036130253,0.442495127,1,1,189,"tags=67%, list=15%, signal=57%",2885/1399
R-HSA-9609507,Reactome,R-HSA-9609507,Protein localization,18,0.356820854,1.036127684,0.410569106,1,1,333,"tags=33%, list=26%, signal=25%",439/7322/293/373156/83752/23480
R-HSA-8934593,Reactome,R-HSA-8934593,Regulation of RUNX1 Expression and Activity,4,-0.556398237,-1.036059071,0.447316103,1,1,305,"tags=75%, list=23%, signal=58%",894/5781/5371
R-HSA-432142,Reactome,R-HSA-432142,Platelet sensitization by LDL,3,-0.602929838,-1.035756924,0.442495127,1,1,519,"tags=100%, list=40%, signal=60%",5515/5781
R-HSA-388396,Reactome,R-HSA-388396,GPCR downstream signalling,38,0.298796791,1.03567517,0.390196078,1,1,11,"tags=5%, list=1%, signal=5%",4283/2778
R-HSA-9645723,Reactome,R-HSA-9645723,Diseases of programmed cell death,48,-0.309756759,-1.035205318,0.369942197,1,1,148,"tags=15%, list=11%, signal=13%",8339/8351/3725/841/7001/4000/6648
R-HSA-210744,Reactome,R-HSA-210744,Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells,3,-0.602170164,-1.034451901,0.44834308,1,1,162,"tags=100%, list=12%, signal=88%",22938/2033
R-HSA-8941856,Reactome,R-HSA-8941856,RUNX3 regulates NOTCH signaling,3,-0.602170164,-1.034451901,0.44834308,1,1,162,"tags=100%, list=12%, signal=88%",22938/2033
R-HSA-3232118,Reactome,R-HSA-3232118,SUMOylation of transcription factors,5,-0.510192949,-1.033735408,0.437869822,1,1,107,"tags=40%, list=8%, signal=37%",9112/7158
R-HSA-187037,Reactome,R-HSA-187037,Signaling by NTRK1 (TRKA),22,0.341070428,1.031920472,0.419678715,1,1,56,"tags=14%, list=4%, signal=13%",3726/1785/6774
R-HSA-76002,Reactome,R-HSA-76002,"Platelet activation, signaling and aggregation",49,0.285676831,1.030227989,0.419753086,1,1,308,"tags=35%, list=24%, signal=28%",54676/7873/3959/81/1445/83706/5005/967/998/2771/1072/10487/27040/54495/7114/7534/5908
R-HSA-168928,Reactome,R-HSA-168928,DDX58/IFIH1-mediated induction of interferon-alpha/beta,17,-0.364851974,-1.029509217,0.380116959,1,1,317,"tags=41%, list=24%, signal=32%",351/4791/3326/84166/4792/2033/841
R-HSA-8980692,Reactome,R-HSA-8980692,RHOA GTPase cycle,21,0.342072224,1.028910329,0.413654618,1,1,247,"tags=29%, list=19%, signal=24%",65992/10424/393/2319/8826/9138
R-HSA-9673767,Reactome,R-HSA-9673767,"Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants",4,0.548490854,1.028535362,0.472,1,1,56,"tags=25%, list=4%, signal=24%",6774
R-HSA-9673770,Reactome,R-HSA-9673770,Signaling by PDGFRA extracellular domain mutants,4,0.548490854,1.028535362,0.472,1,1,56,"tags=25%, list=4%, signal=24%",6774
R-HSA-381676,Reactome,R-HSA-381676,Glucagon-like Peptide-1 (GLP1) regulates insulin secretion,7,0.449970062,1.028477158,0.433808554,1,1,11,"tags=14%, list=1%, signal=14%",2778
R-HSA-8866652,Reactome,R-HSA-8866652,Synthesis of active ubiquitin: roles of E1 and E2 enzymes,7,0.449681246,1.027817024,0.433808554,1,1,395,"tags=57%, list=30%, signal=40%",3093/7322/27338/65264
R-HSA-2892247,Reactome,R-HSA-2892247,"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation",3,0.603413407,1.027153692,0.472392638,1,1,145,"tags=67%, list=11%, signal=59%",6774/7547
R-HSA-983170,Reactome,R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",12,0.388660837,1.025238835,0.408366534,1,1,439,"tags=50%, list=34%, signal=33%",6892/3134/3107/3133/821/10134
R-HSA-392517,Reactome,R-HSA-392517,Rap1 signalling,4,0.54584415,1.023572237,0.476,1,1,308,"tags=75%, list=24%, signal=57%",7529/7534/5908
R-HSA-5621481,Reactome,R-HSA-5621481,C-type lectin receptors (CLRs),35,0.29872871,1.022279103,0.421568627,1,1,280,"tags=31%, list=22%, signal=25%",5699/7979/10462/7334/5688/7322/5714/5695/5683/5698/4773
R-HSA-9022692,Reactome,R-HSA-9022692,Regulation of MECP2 expression and activity,6,0.470740396,1.021297626,0.422997947,1,1,438,"tags=50%, list=34%, signal=33%",2874/805/817
R-HSA-8949275,Reactome,R-HSA-8949275,RUNX3 Regulates Immune Response and Cell Migration,3,-0.593224532,-1.019084441,0.471734893,1,1,193,"tags=67%, list=15%, signal=57%",3683/3676
R-HSA-8863795,Reactome,R-HSA-8863795,Downregulation of ERBB2 signaling,4,0.542376895,1.017070408,0.478,1,1,89,"tags=25%, list=7%, signal=23%",11140
R-HSA-69202,Reactome,R-HSA-69202,Cyclin E associated events during G1/S transition ,22,0.336111089,1.016915819,0.435742972,1,1,271,"tags=32%, list=21%, signal=26%",5699/7979/5688/5714/5695/5683/5698
R-HSA-69656,Reactome,R-HSA-69656,Cyclin A:Cdk2-associated events at S phase entry,22,0.336111089,1.016915819,0.435742972,1,1,271,"tags=32%, list=21%, signal=26%",5699/7979/5688/5714/5695/5683/5698
R-HSA-2559584,Reactome,R-HSA-2559584,Formation of Senescence-Associated Heterochromatin Foci (SAHF),6,-0.476576464,-1.016155103,0.459302326,1,1,486,"tags=67%, list=37%, signal=42%",4001/3007/3008/3006
R-HSA-1257604,Reactome,R-HSA-1257604,PIP3 activates AKT signaling,42,0.288534915,1.015703992,0.45472837,1,1,273,"tags=33%, list=21%, signal=27%",5699/7979/55615/80012/5293/9219/5688/5714/5695/5683/80351/2309/5698/1107
R-HSA-8964038,Reactome,R-HSA-8964038,LDL clearance,3,0.5963197,1.015078509,0.486707566,1,1,272,"tags=67%, list=21%, signal=53%",10577/1211
R-HSA-73863,Reactome,R-HSA-73863,RNA Polymerase I Transcription Termination,3,-0.590634537,-1.014635158,0.473684211,1,1,55,"tags=67%, list=4%, signal=64%",5441/5434
R-HSA-391160,Reactome,R-HSA-391160,Signal regulatory protein family interactions,4,0.540389745,1.013344085,0.482,1,1,63,"tags=25%, list=5%, signal=24%",2185
R-HSA-187687,Reactome,R-HSA-187687,Signalling to ERKs,7,-0.456007344,-1.012826038,0.44921875,1,1,462,"tags=71%, list=36%, signal=46%",5604/9261/5906/1399/2889
R-HSA-9702518,Reactome,R-HSA-9702518,STAT5 activation downstream of FLT3 ITD mutants,3,0.594599266,1.012149919,0.492842536,1,1,78,"tags=33%, list=6%, signal=31%",5292
R-HSA-186797,Reactome,R-HSA-186797,Signaling by PDGF,10,-0.410761443,-1.011342034,0.421259843,1,1,305,"tags=50%, list=23%, signal=39%",5781/6772/8440/1399/2889
R-HSA-156580,Reactome,R-HSA-156580,Phase II - Conjugation of compounds,4,0.538931278,1.010609154,0.484,1,1,237,"tags=50%, list=18%, signal=41%",2950/373156
R-HSA-372790,Reactome,R-HSA-372790,Signaling by GPCR,40,0.29082741,1.010246863,0.449186992,1,1,11,"tags=5%, list=1%, signal=5%",4283/2778
R-HSA-193704,Reactome,R-HSA-193704,p75 NTR receptor-mediated signalling,11,-0.40023491,-1.009340714,0.425742574,1,1,315,"tags=45%, list=24%, signal=35%",89846/50650/7531/4792/57142
R-HSA-4641258,Reactome,R-HSA-4641258,Degradation of DVL,19,0.34500791,1.006961878,0.434237996,1,1,271,"tags=37%, list=21%, signal=30%",5699/7979/5688/5714/5695/5683/5698
R-HSA-9707564,Reactome,R-HSA-9707564,Cytoprotection by HMOX1,9,0.419220921,1.006130272,0.440329218,1,1,149,"tags=33%, list=11%, signal=30%",1351/6774/81502
R-HSA-173107,Reactome,R-HSA-173107,Binding and entry of HIV virion,3,-0.585376093,-1.005601818,0.475633528,1,1,349,"tags=67%, list=27%, signal=49%",5478/7852
